HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030562,"Fish, salted but not dried or smoked and fish in brine :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030563,Anchovies (Engraulis spp.),030563,"Fish, salted but not dried or smoked and fish in brine :-- Anchovies (Engraulis spp.)"
030564,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp",030569,"Fish, salted but not dried or smoked and fish in brine :-- Other"
030569,Other,030569,"Fish, salted but not dried or smoked and fish in brine :-- Other"
030571,Shark fins,030559,"Dried fish, whether or not salted but not smoked :-- Other"
030572,"Fish heads, tails and maws",030559,"Dried fish, whether or not salted but not smoked :-- Other"
030579,Other,030559,"Dried fish, whether or not salted but not smoked :-- Other"
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030611,"Frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
030612,Lobsters (Homarus spp.),030612,Frozen :-- Lobsters (Homarus spp.)
030614,Crabs,030614,Frozen :-- Crabs
030615,Norway lobsters (Nephrops norvegicus),030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030616,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030613,Frozen :-- Shrimps and prawns
030617,Other shrimps and prawns,030613,Frozen :-- Shrimps and prawns
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030621,"Not frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
030622,Lobsters (Homarus spp.),030622,Not frozen :-- Lobsters (Homarus spp.)
030624,Crabs,030624,Not frozen :-- Crabs
030625,Norway lobsters (Nephrops norvegicus),030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030626,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030623,Not frozen :-- Shrimps and prawns
030627,Other shrimps and prawns,030623,Not frozen :-- Shrimps and prawns
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption"
030711,"Live, fresh or chilled",030710,Oysters
030719,Other,030710,Oysters
030721,"Live, fresh or chilled",030721,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Live, fresh or chilled"
030729,Other,030729,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Other"
030731,"Live, fresh or chilled",030731,"Mussels (Mytilus spp., Perna spp.) :-- Live, fresh or chilled"
030739,Other,030739,"Mussels (Mytilus spp., Perna spp.) :-- Other"
030741,"Live, fresh or chilled",030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Live, fresh or chilled"
030749,Other,030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Other"
030751,"Live, fresh or chilled",030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled"
030759,Other,030759,Octopus (Octopus spp.) :-- Other
030760,"Snails, other than sea snails",030760,"Snails, other than sea snails"
030771,"Live, fresh or chilled",030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled"
030779,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030781,"Live, fresh or chilled",030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled"
030789,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030791,"Live, fresh or chilled",030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled"
030799,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030811,"Live, fresh or chilled",030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled"
030819,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030821,"Live, fresh or chilled",030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled"
030829,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030830,Jellyfish (Rhopilema spp.),030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
030890,Other,030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other"
040110,"Of a fat content, by weight, not exceeding 1 %",040110,"Of a fat content, by weight, not exceeding 1 %"
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
040140,"Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",040130,"Of a fat content, by weight, exceeding 6 %"
040150,"Of a fat content, by weight, exceeding 10 %",040130,"Of a fat content, by weight, exceeding 6 %"
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %"
040221,Not containing added sugar or other sweetening matter,040221,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
040229,Other,040229,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other"
040291,Not containing added sugar or other sweetening matter,040291,Other :-- Not containing added sugar or other sweetening matter
040299,Other,040299,Other
040310,Yogurt,040310,Yogurt
040390,Other,040390,Other
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
040490,Other,040490,Other
040510,Butter,040510,Butter
040520,Dairy spreads,040520,Dairy spreads
040590,Other,040590,Other
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd"
040620,"Grated or powdered cheese, of all kinds",040620,"Grated or powdered cheese, of all kinds"
040630,"Processed cheese, not grated or powdered",040630,"Processed cheese, not grated or powdered"
040640,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,040640,Blue-veined cheese
040690,Other cheese,040690,Other cheese
040711,Of fowls of the species Gallus domesticus,040700,"Birds' eggs, in shell, fresh, preserved or cooked."
040719,Other,040700,"Birds' eggs, in shell, fresh, preserved or cooked."
040721,Of fowls of the species Gallus domesticus,040700,"Birds' eggs, in shell, fresh, preserved or cooked."
040729,Other,040700,"Birds' eggs, in shell, fresh, preserved or cooked."
040790,Others,040700,"Birds' eggs, in shell, fresh, preserved or cooked."
040811,Dried,040811,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Dried"
040819,Other,040819,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other"
040891,Dried,040891,Other :-- Dried
040899,Other,040899,Other
040900,Natural honey.,040900,Natural honey.
041000,"Edible products of animal origin, not elsewhere specified or included.",041000,"Edible products of animal origin, not elsewhere specified or included."
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair."
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",050210,"Pigs', hogs' or boars' bristles and hair and waste thereof"
050290,Other,050290,Other
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked."
050510,Feathers of a kind used for stuffing; down,050510,Feathers of a kind used for stuffing; down
050590,Other,050590,Other
050610,Ossein and bones treated with acid,050610,Ossein and bones treated with acid
050690,Other,050690,Other
050710,Ivory; ivory powder and waste,050710,Ivory; ivory powder and waste
050790,Other,050790,Other
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof.",050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste there"
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally prese"
051110,Bovine semen,051110,Bovine semen
051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",051191,"Other :- Egg yolks :-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3"
051199,Other,051199,Other
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots"
060210,Unrooted cuttings and slips,060210,Unrooted cuttings and slips
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts"
060230,"Rhododendrons and azaleas, grafted or not",060230,"Rhododendrons and azaleas, grafted or not"
060240,"Roses, grafted or not",060240,"Roses, grafted or not"
060290,Other,060290,Other
060311,Roses,060310,Fresh
060312,Carnations,060310,Fresh
060313,Orchids,060310,Fresh
060314,Chrysanthemums,060310,Fresh
060315,Lilies (Lilium spp.),060310,Fresh
060319,Other,060310,Fresh
060390,Other,060390,Other
060420,Fresh,060491,Other :- Egg yolks :-- Fresh
060490,Other,060499,Other
070110,Seed,070110,Seed
070190,Other,070190,Other
070200,"Tomatoes, fresh or chilled.",070200,"Tomatoes, fresh or chilled."
070310,Onions and shallots,070310,Onions and shallots
070320,Garlic,070320,Garlic
070390,Leeks and other alliaceous vegetables,070390,Leeks and other alliaceous vegetables
070410,Cauliflowers and headed broccoli,070410,Cauliflowers and headed broccoli
070420,Brussels sprouts,070420,Brussels sprouts
070490,Other,070490,Other
070511,Cabbage lettuce (head lettuce),070511,Lettuce :-- Cabbage lettuce (head lettuce)
070519,Other,070519,Lettuce :-- Other
070521,Witloof chicory (Cichorium intybus var. foliosum),070521,Chicory :-- Witloof chicory (Cichorium intybus var.foliosum)
070529,Other,070529,Chicory :-- Other
070610,Carrots and turnips,070610,Carrots and turnips
070690,Other,070690,Other
070700,"Cucumbers and gherkins, fresh or chilled.",070700,"Cucumbers and gherkins, fresh or chilled."
070810,Peas (Pisum sativum),070810,Peas (Pisum sativum)
070820,"Beans (Vigna spp., Phaseolus spp.)",070820,"Beans (Vigna spp., Phaseolus spp.)"
070890,Other leguminous vegetables,070890,Other leguminous vegetables
070920,Asparagus,070920,Asparagus
070930,Aubergines (egg-plants),070930,Aubergines (egg-plants)
070940,Celery other than celeriac,070940,Celery other than celeriac
070951,Mushrooms of the genus Agaricus,070951,Mushrooms and truffles :-- Mushrooms
070959,Other,070951,Mushrooms and truffles :-- Mushrooms
070960,Fruits of the genus Capsicum or of the genus Pimenta,070960,Fruits of the genus Capsicum or of the genus Pimenta
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)"
070991,Globe artichokes,070910,Globe artichokes
070992,Olives,070990,Other
070993,"Pumpkins, squash and gourds (Cucurbita spp.)",070990,Other
070999,Other,070990,Other
071010,Potatoes,071010,Potatoes
071021,Peas (Pisum sativum),071021,"Leguminous vegetables, shelled or unshelled :-- Peas (Pisum sativum)"
071022,"Beans (Vigna spp., Phaseolus spp.)",071022,"Leguminous vegetables, shelled or unshelled :-- Beans (Vigna spp., Phaseolus spp.)"
071029,Other,071029,"Leguminous vegetables, shelled or unshelled :-- Other"
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)"
071040,Sweet corn,071040,Sweet corn
071080,Other vegetables,071080,Other vegetables
071090,Mixtures of vegetables,071090,Mixtures of vegetables
071120,Olives,071120,Olives
071140,Cucumbers and gherkins,071140,Cucumbers and gherkins
071151,Mushrooms of the genus Agaricus,071190,Other vegetables; mixtures of vegetables
071159,Other,071190,Other vegetables; mixtures of vegetables
071190,Other vegetables; mixtures of vegetables,071190,Other vegetables; mixtures of vegetables
071220,Onions,071220,Onions
071231,Mushrooms of the genus Agaricus,071230,Mushrooms and truffles
071232,Wood ears (Auricularia spp.),071230,Mushrooms and truffles
071233,Jelly fungi (Tremella spp.),071230,Mushrooms and truffles
071239,Other,071230,Mushrooms and truffles
071290,Other vegetables; mixtures of vegetables,071290,Other vegetables; mixtures of vegetables
071310,Peas (Pisum sativum),071310,Peas (Pisum sativum)
071320,Chickpeas (garbanzos),071320,Chickpeas (garbanzos)
071331,Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,071331,"Beans (Vigna spp., Phaseolus spp.) :-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek"
071332,Small red (Adzuki) beans (Phaseolus or Vigna angularis),071332,"Beans (Vigna spp., Phaseolus spp.) :-- Small red (Adzuki) beans (Phaseolus or Vigna angularis)"
071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Beans (Vigna spp., Phaseolus spp.) :-- Kidney beans, including white pea beans (Phaseolus vulgaris)"
071334,Bambara beans (Vigna subterranea or Voandzeia subterranea),071339,Other
071335,Cow peas (Vigna unguiculata),071339,Other
